question,answer,document
创业板股票异常交易行为包括哪些？,创业板股票异常交易行为，包括以下类型：1、虚假申报；2、拉抬打压股价；3、维持涨（跌）幅限制价格；4、自买自卖或者互为对手方交易；5、严重异常波动股票申报速率异常；6、违反法律、行政法规、部门规章、规范性文件或者本所业务规则的其他异常交易行为。根据本细则规定的异常交易行为类型，结合申报数量和频率、股票交易规模、市场占比、价格波动情况、股票基本面、上市公司重大信息和市场整体走势等因素进行定性与定量分析，对投资者异常交易行为进行认定。投资者的创业板股票交易行为虽未达到相关监控指标，但接近指标且反复多次实施的，可以将其认定为相应类型的异常交易行为。[备注]深圳证券交易所创业板股票异常交易实时监控细则（试行）:http://docs.static.szse.cn/www/disclosure/notice/general/W020200613035788012044.pdf,chuangyeban_json_csv
预约打新提醒内容包含什么？,预约打新可提醒的内容包含:新增新股开放预约提醒、报送成功提醒、申购失败提醒(新股申购额度不足、系统原因、新股发行信息临时变动)。,yuyuedaxin_json_csv
创业板风险警示分为哪几个部分？,1、创业板风险警示分为退市风险警示（自2020年6月12日起实施）和其他风险警示（2020年9月12日起实施）。,chuangyeban_json_csv
网下申购的北交所新股可以撤单吗？,不可以。网下申购北交所新股，一经申购不可撤单。[备注]在交易日9:15前和中午休市时段，北交所新股申购的委托未上报至北交所系统前，虽然暂存在我司系统，仍然无法撤单。,beijiaosuo_json_csv
深市开盘集合竞价时间是？,开盘集合竞价时间为每个交易日的9:15至9:25,Agujiaoyi_json
创业板交易的旧规规定收盘集合竞价阶段是？,收盘集合竞价阶段：14:57-15:00。,chuangyeban_json_csv
新股可以网上网下同时购买吗？,投资者可进行网上申购或网下申购，但不能同时参与网上、网下申购。,Aguxingu_json_csv
网上申购与网下申购有什么区别？,网上申购是通过交易所网上交易系统（券商交易软件）进行的公开申购。任何有新股申购额度的个人或机构都可以参与此申购。网上申购新股和平时买卖股票一样，可通过我司交易系统操作申购。网下申购的要求会高于网上申购，满足条件机构和个人投资者才可网下申购，普通投资者（包括个人和机构）只能参与网上申购。网上申购与网下申购的时间为同一天。,Aguxingu_json_csv
新股中签扣除缴款资金后有提示吗？,没有。新股中签扣除缴款资金后没有提示。,Aguxingu_json_csv
合同等文件归档前应准备什么材料？,事前应准备的资料：无,xingzheng_json
创业板交易的大宗交易的接受申报时间是？,接受申报时间：协议大宗交易为每个交易日9:15-11:30、13:00-15:30；盘后定价大宗交易为每个交易日15:05至15:30；,chuangyeban_json_csv
分支机构公章使用时，需要通过哪些流程进行申请呢？,分支机构公章的使用：使用公司OA系统提交用章申请流程（1）分支机构通过邮寄、送达等方式将用章文件及经办人签字后的流程审批单送至分支机构印章管理人处审核用章；（2）用章材料须以电子文件或扫描件的形式上传，各类证照复印件、财务报表、涉密文档（A密）等文档除外。（3）上传文件名应与打印文件标题一致；（4）营业部用章审核管理规定详见“零售经纪业务审批流程一览表”；。合同和重要的用章材料原件由分支机构自行归档保管。,xingzheng_json
部门档案分类方案是如何形成？,对《部门档案清单》中的内容进行汇总、分类，形成《部门档案分类方案》。,xingzheng_json
网下申购账户与询价账户不同时，申购是否有效呢？,申购账户必须与询价账户相同，否则申购无效。,beijiaosuo_json_csv
上交所股票的连续竞价时间段为？,股票13：00--14：57）,Agujiaoyi_json
北交所新股网下、网上的申购时间是？,满足北交所新股网上/网下申购条件，在申购日的8:45-15:00，,beijiaosuo_json_csv
监管部门和协会对协会注册网下投资者要求的其他条件是？,如满足以上条件，可联系所属营业部提供《网下投资者注册信息表》等相应的申请材料助向协会进行注册为网下投资者资格。,beijiaosuo_json_csv
电脑软件繁体版可以查询新股申购额度吗？,可以。如您有新股申购额度，可下载繁体版招商证券PC软件查看，路径为：交易—普通交易—新股申购—今日申购。[备注]繁体版智远理财服务平台无法查询A股新股申购额度。,Aguxingu_json_csv
多账户包括哪些？,多账户包括：①同一股东代码多处托管。②同一客户不同股东代码多处托管。③1+2的情形。④两融和普通账号也算2个不同账号。,Aguxingu_json_csv
如何通过我司各交易软件查询持仓查询新股是否中签？,7）通过我司各交易软件查询持仓，持仓中有代表中签；,Aguxingu_json_csv
新股发行的网上申购对象有哪些？,新股发行的网上申购对象一般是社会公众投资者，包括个人投资者和机构投资者。,Aguxingu_json_csv
最优五档即时成交剩余撤销申报是指？,最优五档即时成交剩余撤销申报是指以对手方价格为成交价格，与申报进入交易主机时集中申报簿中对手方最优五个价位的申报队列依次成交，未成交部分自动撤销的市价申报方式。简单来说，最优五档即时成交剩余撤销申报也就是在不考虑行情信息差异的情况下，依次以“买一”到“买五”价格作为卖出价格或依次以“卖一”到“卖五”价格作为买入价格，如申报无法全部成交，剩余未匹配量自动撤销的申报方式。,Agujiaoyi_json
如何通过手机软件区分软件区分注册制或核准制创业板股票？,手机软件：进入创业板股票个股行情界面，在界面最上方会标识“注册制”。,chuangyeban_json_csv
机构投资者的信用账户开通创业板权限如何通过营业部现场开通权限？,（2）机构投资者：需普通账户已开通创业板权限，方可至营业部临柜开通信用账户创业板权限。开通方式如下：机构代理人在交易日9:00-17:00带齐有效开户证件到就近营业部开通，所需资料请提前咨询营业部。,chuangyeban_json_csv
上交所在开盘竞价的非交易时间段是否会接受委托？,接受不处理,Agujiaoyi_json
港股通业务知识测试是否有次数和时间限制呢？,（2）港股通业务知识测试没有次数和时间限制。,ganggutong_json_csv
普通账户个人客户已在其他券商开通注册制创业板权限怎么再开通创业板？,如您在其他券商已开通注册制创业板权限，想在我司开通注册制创业板权限，有以下2种方式：一、自助渠道（支持7*24小时）满足首次开通注册制创业板权限的条件、年龄在70周岁以下（不含）的境内外个人客户可通过以下渠道开通：1、手机软件：我的—开通创业板；手机软件（V8.0前版本）：我的—我的业务办理—开通创业板；手机软件（v8.0及以上版本）：我的—全部业务—开通创业板；2、电脑软件（新版）：我的—业务办理—开通创业板；3、网上营业厅：业务办理首页—开通创业板；4、微证券：我的—业务办理—创业板权限，点击界面最下方菜单“立即开通”（仅适用微证券绑定客户）。根据系统提示操作（专业投资者无需签署风险揭示书）。二、营业部现场（含70周岁及以上的个人客户）账户本人在交易日9:00-16:00带有效二代身份证（港澳台客户需携带的是开户时证件）到就近营业部开通交易权限，请您提前与就近营业部联系。,chuangyeban_json_csv
如何通过弹框提示查询新股是否中签？,8）弹框提示：电脑软件（旧版）、手机软件、电脑软件（新版）、牛网快速交易通道(仅限普通账户)后，会有新股/新债中签弹框提示；,Aguxingu_json_csv
